"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,10151.605723,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,11235.097558,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,12339.265992,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,13257.247007,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,14031.604634,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,15138.165861,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,15929.44657,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,16647.721814,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,17572.747782,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,18574.122585,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,19681.746815,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,20413.953665,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,20722.032135,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,20825.457434,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,20757.312183,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,21877.915542,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,23094.153667,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,23927.510123,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,24805.71687,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,25887.761496,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,27471.476535,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,29618.308856,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,29927.464366,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,30926.361008,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,31814.965841,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,33858.728526,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,34244.359329,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,37730.182699,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,40905.110788,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,42158.46566,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,40279.526698,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,42224.035892,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,44608.643906,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,45432.306973,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,46312.293654,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,47184.719423,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,49103.061781,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,50430.174542,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,51947.94287,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,53521.635787,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,54598.781853,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,55037.721272,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,7366.417584,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,7958.382657,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,8490.389165,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,9171.805248,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,10113.001688,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,10335.305842,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,10870.220373,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,11858.230068,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,12711.749957,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,14068.785074,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,15959.138662,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,17627.654154,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,18362.925466,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,19160.447703,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,20376.085832,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,21698.701166,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,22411.197998,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,23167.119806,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,24575.416816,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,26440.764463,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,28132.044461,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,28466.020493,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,28837.909175,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,29291.210524,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,30089.937518,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,30594.678511,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,31267.730109,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,32477.540096,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,33589.659937,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,34476.51322,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,36426.125386,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,37591.821712,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,38519.185174,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,38551.70522,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,40044.485931,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,41467.497271,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,46191.595641,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,50866.412824,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,53784.373353,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,53111.530343,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,54767.967813,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,57987.486853,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,59933.617078,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,62225.112402,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,64103.009795,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,66020.20949,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,68105.138238,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,69103.567744,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,71660.232845,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,72033.948629,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,71687.340792,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,1772.556071,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,1927.287201,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,2104.88514,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,2240.458894,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,2509.231376,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,2866.068117,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,3263.996016,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,3515.822855,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,3742.422795,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,3941.166276,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,4106.643391,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,4600.447233,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,4933.469885,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,5248.819886,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,5661.649623,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,5938.753389,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,6335.133061,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,6986.819248,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,7261.956372,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,7436.786777,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,8287.285722,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,8502.695585,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,9066.297266,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,9867.086768,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,9378.340942,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,10105.71392,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,10828.957014,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,11650.920707,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,8937.380059,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,8625.279386,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,9474.770932,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,9141.573259,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,9279.072679,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,9597.452175,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,10884.257297,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,11910.606722,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,13641.649527,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,14863.073634,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,16038.231647,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,15442.615097,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,17346.720462,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,19590.858375,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2012","2012","USD","US Dollar","0","Units",,,20627.440726,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2013","2013","USD","US Dollar","0","Units",,,22373.13655,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2014","2014","USD","US Dollar","0","Units",,,24104.984582,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2015","2015","USD","US Dollar","0","Units",,,25855.91268,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2016","2016","USD","US Dollar","0","Units",,,26695.90937,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2017","2017","USD","US Dollar","0","Units",,,28193.061397,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,28281.473276,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,27144.223556,,
"TUR","Turkey","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,27547.040643,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1970","1970","USD","US Dollar","0","Units",,,3635.107708,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1971","1971","USD","US Dollar","0","Units",,,3932.313314,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1972","1972","USD","US Dollar","0","Units",,,4266.692301,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1973","1973","USD","US Dollar","0","Units",,,4783.364335,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1974","1974","USD","US Dollar","0","Units",,,5083.097109,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1975","1975","USD","US Dollar","0","Units",,,5473.052645,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1976","1976","USD","US Dollar","0","Units",,,5943.358901,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1977","1977","USD","US Dollar","0","Units",,,6470.783413,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1978","1978","USD","US Dollar","0","Units",,,7218.652853,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1979","1979","USD","US Dollar","0","Units",,,8101.692941,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1980","1980","USD","US Dollar","0","Units",,,8640.256826,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1981","1981","USD","US Dollar","0","Units",,,9378.645108,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1982","1982","USD","US Dollar","0","Units",,,10168.824857,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1983","1983","USD","US Dollar","0","Units",,,11008.355387,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1984","1984","USD","US Dollar","0","Units",,,11645.076601,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1985","1985","USD","US Dollar","0","Units",,,12479.510433,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1986","1986","USD","US Dollar","0","Units",,,13101.783237,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1987","1987","USD","US Dollar","0","Units",,,14119.890149,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1988","1988","USD","US Dollar","0","Units",,,15425.505693,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1989","1989","USD","US Dollar","0","Units",,,16397.05207,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1990","1990","USD","US Dollar","0","Units",,,17087.466421,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1991","1991","USD","US Dollar","0","Units",,,17409.318233,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1992","1992","USD","US Dollar","0","Units",,,17832.151897,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1993","1993","USD","US Dollar","0","Units",,,18667.530409,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1994","1994","USD","US Dollar","0","Units",,,19748.804483,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1995","1995","USD","US Dollar","0","Units",,,20615.301284,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1996","1996","USD","US Dollar","0","Units",,,21970.057132,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1997","1997","USD","US Dollar","0","Units",,,23050.767071,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1998","1998","USD","US Dollar","0","Units",,,23688.423993,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","1999","1999","USD","US Dollar","0","Units",,,24462.86153,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2000","2000","USD","US Dollar","0","Units",,,26475.125395,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2001","2001","USD","US Dollar","0","Units",,,27810.293303,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2002","2002","USD","US Dollar","0","Units",,,29064.334687,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2003","2003","USD","US Dollar","0","Units",,,30360.666214,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2004","2004","USD","US Dollar","0","Units",,,32078.67176,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2005","2005","USD","US Dollar","0","Units",,,32740.96024,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2006","2006","USD","US Dollar","0","Units",,,34856.934519,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2007","2007","USD","US Dollar","0","Units",,,35697.336388,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2008","2008","USD","US Dollar","0","Units",,,36853.437468,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2009","2009","USD","US Dollar","0","Units",,,35221.07589,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2010","2010","USD","US Dollar","0","Units",,,36580.295491,,
"GBR","United Kingdom","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2011","2011","USD","US Dollar","0","Units",,,37363.819989,,
