NAME,ADDRESS,STATE,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,TOT_EMPLOY,NAICS_DESC,EMPLOYEE/STUDENT RATIO,INCOME,POPULATION
Shorter College,604 Locust St,AR,72114,private non-profit,Pulaski,34.759308,-92.26049,24,28,52,18,Junior Colleges,2.888888888888889,"43,886","3,017,804"
Regency Beauty Institute-Fayetteville,4107 Steele Boulevard,AR,72703,private for profit,Washington,36.126365,-94.156136,11,35,46,5,Cosmetology and Barber Schools,9.2,"43,886","3,017,804"
Salon Professional Academy (The),4619 John F Kennedy Boulevard,AR,72116,private for profit,Pulaski,34.797448,-92.256873,18,38,56,11,Cosmetology and Barber Schools,5.090909090909091,"43,886","3,017,804"
Regency Beauty Institute-Little Rock,2614 South Shackleford Road,AR,72205,private for profit,Pulaski,34.7308,-92.397895,14,66,80,7,Cosmetology and Barber Schools,11.428571428571429,"43,886","3,017,804"
Strayer University-Arkansas,10825 Financial Centre Pkwy Ste 400,AR,72211,private for profit,Pulaski,34.747277,-92.396037,191,19,210,32,"Colleges, Universities, and Professional Schools",6.5625,"43,886","3,017,804"
University of Phoenix-Little Rock Campus,10800 Financial Centre Pkwy,AR,72211,private for profit,Pulaski,34.749167,-92.395199,0,689,689,172,"Colleges, Universities, and Professional Schools",4.005813953488372,"43,886","3,017,804"
Arthur's Beauty School Inc-Pine Bluff,2710 Commerce Circle,AR,71601,private for profit,Jefferson,34.22157,-91.974674,0,42,42,4,Cosmetology and Barber Schools,10.5,"43,886","3,017,804"
Arthur's Beauty School Inc-Conway,2320 Washington Ave,AR,72032,private for profit,Faulkner,35.109134,-92.44599,0,73,73,6,Cosmetology and Barber Schools,12.166666666666666,"43,886","3,017,804"
Blue Cliff College-Fayetteville,3448 N. College,AR,72703,private for profit,Washington,36.097111,-94.158997,101,152,253,51,Other Technical and Trade Schools,4.96078431372549,"43,886","3,017,804"
Bryan University,3704 W. Walnut St.,AR,72756,private for profit,Benton,36.334163,-94.17008,0,177,177,31,Junior Colleges,5.709677419354839,"43,886","3,017,804"
Lynndale Fundamentals of Beauty School LLC,1729 Champagnolle Rd,AR,71730,private for profit,Union,33.224401,-92.64438,0,10,10,4,Cosmetology and Barber Schools,2.5,"43,886","3,017,804"
University of Arkansas at Little Rock,2801 S University Ave,AR,72204,public,Pulaski,34.723479,-92.340574,5989,6883,12872,1833,"Colleges, Universities, and Professional Schools",7.022367703218767,"43,886","3,017,804"
Arkansas Baptist College,1621 Dr. Martin Luther King Drive,AR,72202,private non-profit,Pulaski,34.734885,-92.290484,170,912,1082,173,"Colleges, Universities, and Professional Schools",6.254335260115607,"43,886","3,017,804"
Arkansas Beauty School,5108 Baseline Rd,AR,72209,private for profit,Pulaski,34.669071,-92.334814,15,28,43,6,Cosmetology and Barber Schools,7.166666666666667,"43,886","3,017,804"
Arkansas Beauty College,109 N Commerce St,AR,72801,private for profit,Pope,35.279018,-93.135363,0,34,34,6,Cosmetology and Barber Schools,5.666666666666667,"43,886","3,017,804"
Lyon College,2300 Highland Road,AR,72501,private non-profit,Independence,35.778163,-91.626188,23,577,600,144,"Colleges, Universities, and Professional Schools",4.166666666666667,"43,886","3,017,804"
Arthur's Beauty College Inc-Fort Smith,2000 North B St,AR,72901,private for profit,Sebastian,35.379955,-94.410967,0,50,50,4,Cosmetology and Barber Schools,12.5,"43,886","3,017,804"
University of Arkansas,Administration Bldg 425,AR,72701,public,Washington,36.065642,-94.177852,5032,19505,24537,4848,"Colleges, Universities, and Professional Schools",5.061262376237623,"43,886","3,017,804"
University of Arkansas at Pine Bluff,1200 N University Mail Slot 4789,AR,71601,public,Jefferson,34.242192,-92.021263,330,2498,2828,714,"Colleges, Universities, and Professional Schools",3.9607843137254894,"43,886","3,017,804"
Arkansas State University-Main Campus,2105 E. Aggie Road,AR,72401,public,Craighead,35.843634,-90.677872,5276,8601,13877,1788,"Colleges, Universities, and Professional Schools",7.761185682326622,"43,886","3,017,804"
Arkansas Tech University,Administration Bldg 200; 1509 N Boulder Ave,AR,72801,public,Pope,35.295227,-93.13233,3657,7292,10949,1069,"Colleges, Universities, and Professional Schools",10.242282507015902,"43,886","3,017,804"
University of Arkansas at Monticello,Highway 425 South,AR,71656,public,Drew,33.589788,-91.812971,1302,2643,3945,459,"Colleges, Universities, and Professional Schools",8.594771241830065,"43,886","3,017,804"
Baptist Health Schools-Little Rock,11900 Col Glenn Rd Ste 1000,AR,72210,private non-profit,Pulaski,34.713115,-92.40692,96,814,910,117,Other Technical and Trade Schools,7.777777777777778,"43,886","3,017,804"
Black River Technical College,1410 Hwy 304 East,AR,72455,public,Randolph,36.239793,-90.951033,840,1552,2392,223,Junior Colleges,10.72645739910314,"43,886","3,017,804"
Central Baptist College,1501 College Avenue,AR,72034,private non-profit,Faulkner,35.083838,-92.445021,146,686,832,142,"Colleges, Universities, and Professional Schools",5.859154929577465,"43,886","3,017,804"
Crowley's Ridge College,100 College Dr,AR,72450,private non-profit,Greene,36.066239,-90.58482,53,153,206,47,Junior Colleges,4.382978723404255,"43,886","3,017,804"
National Park Community College,101 College Dr,AR,71913,public,Garland,34.512731,-93.117111,2010,1700,3710,363,Junior Colleges,10.22038567493113,"43,886","3,017,804"
Harding University,915 E. Market Ave.,AR,72143,private non-profit,White,35.247345,-91.726034,1992,4680,6672,1058,"Colleges, Universities, and Professional Schools",6.306238185255198,"43,886","3,017,804"
Hot Springs Beauty College,100 Cones Rd,AR,71901,private for profit,Garland,34.496057,-93.037277,0,48,48,6,Cosmetology and Barber Schools,8.0,"43,886","3,017,804"
Career Academy of Hair Design,346 E. Robinson Ave,AR,72764,private for profit,Washington,36.16757,-94.131834,136,238,374,30,Cosmetology and Barber Schools,12.466666666666669,"43,886","3,017,804"
Mid-South Community College,2000 W.  Broadway,AR,72301,public,Crittenden,35.145736,-90.22285,1262,718,1980,311,Junior Colleges,6.366559485530547,"43,886","3,017,804"
Arkansas Northeastern College,2501 S Division,AR,72316,public,Mississippi,35.897362,-89.922491,873,799,1672,316,Junior Colleges,5.291139240506329,"43,886","3,017,804"
Margarets Hair Academy Inc,305 East Gaines Street,AR,71655,private for profit,Drew,33.629169,-91.7887,0,55,55,9,Cosmetology and Barber Schools,6.111111111111111,"43,886","3,017,804"
Northwest Technical Institute,709 S Old Missouri Rd,AR,72764,public,Washington,36.178032,-94.115346,23,244,267,59,Other Technical and Trade Schools,4.52542372881356,"43,886","3,017,804"
College of the Ouachitas,One College Cir,AR,72104,public,Hot Spring,34.378745,-92.821416,890,521,1411,167,Junior Colleges,8.449101796407186,"43,886","3,017,804"
University of Arkansas Community College-Morrilton,1537 University Blvd.,AR,72110,public,Conway,35.172136,-92.728507,875,1265,2140,217,Junior Colleges,9.861751152073731,"43,886","3,017,804"
Phillips Community College of the University of Arkansas,1000 Campus Drive,AR,72342,public,Phillips,34.544976,-90.617745,1242,823,2065,330,Junior Colleges,6.257575757575758,"43,886","3,017,804"
Southeast Arkansas College,1900 Hazel St.,AR,71603,public,Jefferson,34.20994,-92.025845,870,980,1850,289,Junior Colleges,6.401384083044983,"43,886","3,017,804"
Professional Cosmetology Education Center,460 North Washington,AR,71730,private for profit,Union,33.215124,-92.663131,0,40,40,4,Cosmetology and Barber Schools,10.0,"43,886","3,017,804"
Searcy Beauty College Inc,1004 S Main,AR,72143,private for profit,White,35.239148,-91.735135,41,61,102,8,Cosmetology and Barber Schools,12.75,"43,886","3,017,804"
Southern Arkansas University Tech,6415 Spellman Road,AR,71701,public,Calhoun,33.629619,-92.720539,1180,638,1818,171,Junior Colleges,10.63157894736842,"43,886","3,017,804"
University of Arkansas-Fort Smith,5210 Grand Ave,AR,72913,public,Sebastian,35.384001,-94.375536,2216,5136,7352,855,"Colleges, Universities, and Professional Schools",8.598830409356726,"43,886","3,017,804"
Crossett School of Cosmetology,121 Pine St,AR,71635,private for profit,Ashley,33.134128,-91.95981,0,25,25,4,Cosmetology and Barber Schools,6.25,"43,886","3,017,804"
Ecclesia College,9653 Nations Dr,AR,72762,private non-profit,Benton,36.2141,-94.236643,36,114,150,65,"Colleges, Universities, and Professional Schools",2.3076923076923075,"43,886","3,017,804"
Arthur's Beauty College Inc,2600 John Harden Dr,AR,72076,private for profit,Pulaski,34.891572,-92.102579,0,50,50,11,Cosmetology and Barber Schools,4.545454545454546,"43,886","3,017,804"
Pulaski Technical College,3000 W Scenic Dr,AR,72118,public,Pulaski,34.782783,-92.299184,6161,5778,11939,796,Junior Colleges,14.998743718592964,"43,886","3,017,804"
Lees School of Cosmetology,2700 W. Pershing Blvd,AR,72114,private for profit,Pulaski,34.782433,-92.296485,0,28,28,4,Cosmetology and Barber Schools,7.0,"43,886","3,017,804"
Arkansas College of Barbering and Hair Design,200 E Washington Ave,AR,72114,private for profit,Pulaski,34.753843,-92.266429,8,71,79,11,Cosmetology and Barber Schools,7.181818181818182,"43,886","3,017,804"
Philander Smith College,900 W. Daisy Bates Drive,AR,72202,private non-profit,Pulaski,34.737931,-92.281498,52,615,667,223,"Colleges, Universities, and Professional Schools",2.991031390134529,"43,886","3,017,804"
Velvatex College of Beauty Culture,1520 Martin Luther King Dr,AR,72202,private for profit,Pulaski,34.735685,-92.289597,16,16,32,2,Cosmetology and Barber Schools,16.0,"43,886","3,017,804"
Washington Barber College Inc,5300 West 65th Street,AR,72209,private for profit,Pulaski,34.69065,-92.335352,0,75,75,7,Cosmetology and Barber Schools,10.714285714285714,"43,886","3,017,804"
Imagine-Paul Mitchell Partner School,4201 E McCain Blvd,AR,72117,private for profit,Pulaski,34.791306,-92.221304,72,297,369,49,Cosmetology and Barber Schools,7.530612244897959,"43,886","3,017,804"
Heritage College-Little Rock,1309 Old Forge Drive,AR,72227,private for profit,Pulaski,34.7645,-92.38314,0,539,539,48,Other Technical and Trade Schools,11.229166666666666,"43,886","3,017,804"
Arkansas State University-Newport,7648 Victory Blvd,AR,72112,public,Jackson,35.638733,-91.188834,1216,827,2043,241,Junior Colleges,8.477178423236515,"43,886","3,017,804"
Marsha Kay Beauty College,408 Hwy 201 N,AR,72653,private for profit,Baxter,36.347785,-92.386576,0,17,17,2,Cosmetology and Barber Schools,8.5,"43,886","3,017,804"
Arkansas State University-Mountain Home,1600 South College Street,AR,72653,public,Baxter,36.322398,-92.388295,491,922,1413,175,Junior Colleges,8.074285714285715,"43,886","3,017,804"
John Brown University,2000 W University St,AR,72761,private non-profit,Benton,36.191572,-94.558679,797,1649,2446,538,"Colleges, Universities, and Professional Schools",4.5464684014869885,"43,886","3,017,804"
University of Phoenix-Northwest Arkansas Campus,903 N 47th St Barrington Centre 2,AR,72756,private for profit,Benton,36.344371,-94.17993,0,517,517,108,"Colleges, Universities, and Professional Schools",4.787037037037037,"43,886","3,017,804"
North Arkansas College,1515 Pioneer Dr,AR,72601,public,Boone,36.219919,-93.08844,950,1365,2315,349,Junior Colleges,6.63323782234957,"43,886","3,017,804"
ABC Beauty College Inc,203 S 26th Street,AR,71923,private for profit,Clark,34.120354,-93.081058,1,52,53,9,Cosmetology and Barber Schools,5.888888888888889,"43,886","3,017,804"
Henderson State University,1100 Henderson Street,AR,71999,public,Clark,34.127792,-93.060313,664,3107,3771,574,"Colleges, Universities, and Professional Schools",6.569686411149826,"43,886","3,017,804"
Ouachita Baptist University,410 Ouachita St,AR,71998,private non-profit,Clark,34.125045,-93.052442,36,1496,1532,350,"Colleges, Universities, and Professional Schools",4.377142857142857,"43,886","3,017,804"
Southern Arkansas University Main Campus,100 E. University,AR,71753,public,Columbia,33.291195,-93.235087,844,2486,3330,422,"Colleges, Universities, and Professional Schools",7.890995260663507,"43,886","3,017,804"
University of Central Arkansas,201 Donaghey Ave,AR,72035,public,Faulkner,35.078196,-92.45931,2328,8779,11107,1647,"Colleges, Universities, and Professional Schools",6.743776563448694,"43,886","3,017,804"
Hendrix College,1600 Washington Ave,AR,72032,private non-profit,Faulkner,35.09972,-92.442021,19,1369,1388,506,"Colleges, Universities, and Professional Schools",2.7430830039525693,"43,886","3,017,804"
University of Arkansas Community College-Hope,2500 S Main,AR,71801,public,Hempstead,33.642352,-93.595531,693,803,1496,160,Junior Colleges,9.35,"43,886","3,017,804"
University of Arkansas Community College-Batesville,2005 White Drive,AR,72503,public,Independence,35.792935,-91.615846,550,900,1450,202,Junior Colleges,7.178217821782178,"43,886","3,017,804"
Ozarka College,218 College Dr,AR,72556,public,Izard,36.053031,-91.896355,605,940,1545,217,Junior Colleges,7.119815668202765,"43,886","3,017,804"
Jefferson Regional Medical Center School of Nursing,1600 West 40th St,AR,71603,private non-profit,Jefferson,34.187831,-92.018045,0,64,64,12,Other Technical and Trade Schools,5.333333333333333,"43,886","3,017,804"
University of the Ozarks,415 N College Ave,AR,72830,private non-profit,Johnson,35.477785,-93.467924,17,551,568,165,"Colleges, Universities, and Professional Schools",3.4424242424242424,"43,886","3,017,804"
Williams Baptist College,60 W Fulbright Avenue,AR,72476,private non-profit,Lawrence,36.125618,-90.940262,63,503,566,120,"Colleges, Universities, and Professional Schools",4.716666666666667,"43,886","3,017,804"
Rich Mountain Community College,1100 College Dr,AR,71953,public,Polk,34.591449,-94.219799,607,444,1051,182,Junior Colleges,5.774725274725275,"43,886","3,017,804"
Eastern College of Health Vocations-Little Rock,200 South University Avenue,AR,72205,private for profit,Pulaski,34.751263,-92.341824,0,426,426,17,Other Technical and Trade Schools,25.058823529411764,"43,886","3,017,804"
University of Arkansas for Medical Sciences,4301 W Markham,AR,72205,public,Pulaski,34.748988,-92.320154,780,2029,2809,3582,"Colleges, Universities, and Professional Schools",0.7841987716359575,"43,886","3,017,804"
New Tyler Barber College Inc,1221 E 7th St,AR,72114,private for profit,Pulaski,34.759147,-92.254179,0,62,62,7,Cosmetology and Barber Schools,8.857142857142858,"43,886","3,017,804"
Academy of Salon and Spa,311 S 16th St,AR,72901,private for profit,Sebastian,35.380536,-94.416085,0,79,79,10,Cosmetology and Barber Schools,7.9,"43,886","3,017,804"
Cossatot Community College of the University of Arkansas,183 College Drive,AR,71832,public,Sevier,34.043389,-94.3673,898,644,1542,202,Junior Colleges,7.633663366336633,"43,886","3,017,804"
East Arkansas Community College,1700 Newcastle Rd,AR,72335,public,St. Francis,35.039993,-90.767371,756,709,1465,221,Junior Colleges,6.6289592760181,"43,886","3,017,804"
Crowleys Ridge Technical Institute,1620 Newcastle Road,AR,72335,public,St. Francis,35.042412,-90.768126,21,245,266,93,Other Technical and Trade Schools,2.860215053763441,"43,886","3,017,804"
South Arkansas Community College,300 S West Ave,AR,71731,public,Union,33.209446,-92.666087,918,839,1757,216,Junior Colleges,8.13425925925926,"43,886","3,017,804"
Paul Mitchell the School-Arkansas,2167 W Martiin Luther King Jr Blvd,AR,72701,private for profit,Washington,36.126373,-94.153892,19,70,89,12,Cosmetology and Barber Schools,7.416666666666667,"43,886","3,017,804"
Arkansas State University-Beebe,1000 Iowa Street,AR,72012,public,White,35.074173,-91.895333,2269,2393,4662,631,Junior Colleges,7.3882725832012675,"43,886","3,017,804"
Remington College-Little Rock Campus,19 Remington Dr.,AR,72204,private non-profit,Pulaski,34.707708,-92.401281,0,267,267,39,Junior Colleges,6.846153846153846,"43,886","3,017,804"
ITT Technical Institute-Little Rock,4520 S University Ave,AR,72204,private for profit,Pulaski,34.711293,-92.3444,169,224,393,73,"Colleges, Universities, and Professional Schools",5.383561643835616,"43,886","3,017,804"
NorthWest Arkansas Community College,One College Drive,AR,72712,public,Benton,36.357704,-94.17289,5246,3095,8341,829,Junior Colleges,10.06151990349819,"43,886","3,017,804"
Arkansas Beauty School,1061 Markham St,AR,72032,private for profit,Faulkner,35.093082,-92.44029,25,26,51,5,Cosmetology and Barber Schools,10.2,"43,886","3,017,804"
Citrus Heights Beauty College,7518 Baird Way,CA,95610,private for profit,Sacramento,38.713353,-121.289431,6,24,30,9,Cosmetology and Barber Schools,3.333333333333333,"62,096","39,512,223"
Joe Blasco Makeup Artist Training Center,1670 Hillhurst Avenue,CA,90027,private for profit,Los Angeles,34.101481,-118.28707,0,24,24,11,Cosmetology and Barber Schools,2.1818181818181817,"62,096","39,512,223"
Waynes College of Beauty,1271 North Main Street,CA,93906,private for profit,Monterey,36.700631,-121.652662,18,16,34,9,Cosmetology and Barber Schools,3.7777777777777777,"62,096","39,512,223"
Colton-Redlands-Yucaipa Regional Occupational Program,1214 Indiana Ct,CA,92374,public,San Bernardino,34.06829,-117.204959,0,142,142,89,Other Technical and Trade Schools,1.595505617977528,"62,096","39,512,223"
International Culinary Center-California,700 West Hamilton Avenue,CA,95008,private for profit,Santa Clara,37.293625,-121.961475,20,54,74,49,Other Technical and Trade Schools,1.510204081632653,"62,096","39,512,223"
MediaTech Institute-Oceanside,302 Oceanside Boulevard,CA,92054,private for profit,San Diego,33.183038,-117.370735,1,43,44,11,Other Technical and Trade Schools,4.0,"62,096","39,512,223"
Academy of Couture Art,5700 Wilshire Blvd Ste 275,CA,90036,private for profit,Los Angeles,34.06186,-118.353184,2,15,17,12,"Colleges, Universities, and Professional Schools",1.4166666666666667,"62,096","39,512,223"
CET-Soledad,"930 Los Coches Drive, Suite 103",CA,93960,private non-profit,Monterey,36.414544,-121.3166,0,126,126,13,Other Technical and Trade Schools,9.692307692307692,"62,096","39,512,223"
Preferred College of Nursing,"6551 Van Nuys Boulevard, Suite 200",CA,91401,private for profit,Los Angeles,34.189885,-118.449172,0,26,26,36,Other Technical and Trade Schools,0.7222222222222222,"62,096","39,512,223"
Annenberg School of Nursing,7150 Tampa Avenue,CA,91335,private non-profit,Los Angeles,34.200129,-118.552723,0,14,14,4,Other Technical and Trade Schools,3.5,"62,096","39,512,223"
Everest College-Santa Ana,500 West Santa Ana Blvd,CA,92701,private for profit,Orange,33.747615,-117.873219,0,487,487,58,Other Technical and Trade Schools,8.39655172413793,"62,096","39,512,223"
WestMed College,"3031 Tisch Way, 1st Floor, Ste 8PW",CA,95128,private non-profit,Santa Clara,37.317499,-121.94767,0,275,275,127,Other Technical and Trade Schools,2.1653543307086616,"62,096","39,512,223"
Moreno Valley College,16130 Lasselle St,CA,92551,public,Riverside,33.887063,-117.202554,6749,1698,8447,471,Junior Colleges,17.934182590233547,"62,096","39,512,223"
Flair Beauty College,18914 Soledad Canyon Road,CA,91351,private for profit,Los Angeles,34.41485,-118.465239,0,65,65,10,Cosmetology and Barber Schools,6.5,"62,096","39,512,223"
Norco College,2001 Third St,CA,92860,public,Riverside,33.916752,-117.569994,7649,2131,9780,357,Junior Colleges,27.39495798319328,"62,096","39,512,223"
Milan Institute of Cosmetology-La Quinta,"47120 Dune Palms Ste C-2, D and E",CA,92253,private for profit,Riverside,33.706019,-116.276905,0,134,134,18,Cosmetology and Barber Schools,7.444444444444445,"62,096","39,512,223"
Northern California Institute of Cosmetology Inc,601 East 14th Street,CA,94577,private for profit,Alameda,37.730551,-122.160695,9,23,32,9,Cosmetology and Barber Schools,3.555555555555556,"62,096","39,512,223"
Golden State College of Court Reporting,6543 Regional St,CA,94568,private for profit,Alameda,37.700763,-121.931819,8,60,68,16,Business and Secretarial Schools,4.25,"62,096","39,512,223"
Preferred College of Nursing-Los Angeles,3424  Wilshire Blvd Ste 1100,CA,90010,private for profit,Los Angeles,34.060395,-118.297845,86,59,145,35,Other Technical and Trade Schools,4.142857142857143,"62,096","39,512,223"
Trinity Vocational Center,1149 W 190th St Ste 2000,CA,90248,private for profit,Los Angeles,33.858768,-118.296535,80,22,102,46,Other Technical and Trade Schools,2.217391304347826,"62,096","39,512,223"
SICE Paul Mitchell Partner School,3100 McHenry Ave,CA,95350,private for profit,Stanislaus,37.68301,-120.993745,18,52,70,38,Cosmetology and Barber Schools,1.8421052631578947,"62,096","39,512,223"
Cosmo Beauty Academy,3500 Fulton Avenue,CA,95821,private for profit,Yolo,38.590143,-121.524919,85,54,139,14,Cosmetology and Barber Schools,9.928571428571429,"62,096","39,512,223"
Paul Mitchell the School-Fresno,5091 N Fresno St Ste 104,CA,93710,private for profit,Fresno,36.809771,-119.782418,43,191,234,39,Cosmetology and Barber Schools,6.0,"62,096","39,512,223"
Unitek College,4670 Auto Mall Pkwy,CA,94538,private for profit,Alameda,37.50902,-121.961762,0,667,667,121,"Colleges, Universities, and Professional Schools",5.512396694214876,"62,096","39,512,223"
Gurnick Academy of Medical Arts,2121 S El Camino Real Bldg C 200,CA,94403,private for profit,San Mateo,37.547364,-122.307981,0,528,528,190,Fine Arts Schools,2.778947368421053,"62,096","39,512,223"
Southern California University SOMA,1541 Wilshire Blvd 3rd Fl,CA,90017,private for profit,Los Angeles,34.055449,-118.269709,8,100,108,13,"Colleges, Universities, and Professional Schools",8.307692307692308,"62,096","39,512,223"
Western Beauty Institute,2733 W Avenue L,CA,93536,private for profit,Los Angeles,34.661975,-118.180346,22,234,256,26,Cosmetology and Barber Schools,9.846153846153848,"62,096","39,512,223"
Paul Mitchell the School-East Bay,"100 Crescent Dr., Suite A",CA,94523,private for profit,Contra Costa,37.944916,-122.061225,79,206,285,35,Cosmetology and Barber Schools,8.142857142857142,"62,096","39,512,223"
Aveda Institute Los Angeles,10935 Weyburn Avenue,CA,90024,private for profit,Los Angeles,34.062795,-118.446567,0,184,184,27,Cosmetology and Barber Schools,6.814814814814815,"62,096","39,512,223"
Allied American University,22952 Alcalde Drive,CA,92653,private for profit,Orange,33.623073,-117.72957,347,277,624,141,"Colleges, Universities, and Professional Schools",4.425531914893617,"62,096","39,512,223"
Coast Career Institute,1250 E. Cooley Drive,CA,92324,private for profit,San Bernardino,34.054025,-117.307612,0,201,201,19,Other Technical and Trade Schools,10.578947368421051,"62,096","39,512,223"
Azusa Pacific Online University,511 W Citrus Edge St,CA,91740,private non-profit,Los Angeles,34.119415,-117.871181,264,167,431,116,Computer Training,3.715517241379312,"62,096","39,512,223"
Medical Allied Career Center,12631 East Imperial Highway,CA,90670,private for profit,Los Angeles,33.917711,-118.062951,10,17,27,14,Other Technical and Trade Schools,1.9285714285714288,"62,096","39,512,223"
San Joaquin Valley College-Temecula,27270 Madison Ave Ste 305,CA,92590,private for profit,Riverside,33.525828,-117.166503,0,227,227,37,Junior Colleges,6.135135135135135,"62,096","39,512,223"
The Santa Barbara and Ventura Colleges of Law√Santa Barbara,20 E Victoria St,CA,93101,private non-profit,Santa Barbara,34.424495,-119.705191,87,0,87,19,"Colleges, Universities, and Professional Schools",4.578947368421052,"62,096","39,512,223"
Marian Health Careers Center-Van Nuys Campus,5900 Sepulveda Blvd Ste 101,CA,91411,private for profit,Los Angeles,34.177477,-118.465555,0,112,112,27,Other Technical and Trade Schools,4.148148148148148,"62,096","39,512,223"
Elite Cosmetology School,"56300 Twentynine Palms Highway, Suite 113",CA,92284,private for profit,San Bernardino,34.121176,-116.435521,7,77,84,9,Cosmetology and Barber Schools,9.333333333333334,"62,096","39,512,223"
Twin Rivers Adult School,3222 Winona Way,CA,95660,public,Sacramento,38.650717,-121.389292,100,332,432,39,Other Technical and Trade Schools,11.076923076923077,"62,096","39,512,223"
Bergin University of Canine Studies,5860 Labath Avenue,CA,94928,private non-profit,Sonoma,38.429182,-122.733871,0,40,40,21,"Colleges, Universities, and Professional Schools",1.9047619047619049,"62,096","39,512,223"
Real Barbers College (The),528 West Lincoln Avenue,CA,92805,private for profit,Orange,33.8337,-117.920674,27,96,123,18,Cosmetology and Barber Schools,6.833333333333333,"62,096","39,512,223"
LeMelange Academy of Hair,931 Coombs Street,CA,94558,private for profit,Napa,38.298201,-122.28701,20,20,40,9,Cosmetology and Barber Schools,4.444444444444445,"62,096","39,512,223"
ITT Technical Institute√Corona,4160 Temescal Canyon Rd Ste 100,CA,92883,private for profit,Riverside,33.819009,-117.508535,107,376,483,50,"Colleges, Universities, and Professional Schools",9.66,"62,096","39,512,223"
Hands-on Medical Massage School,"2015 West Park Avenue, Suite 7",CA,92373,private for profit,San Bernardino,34.058204,-117.223056,0,46,46,12,Junior Colleges,3.8333333333333335,"62,096","39,512,223"
Diamond Beauty College,10301 Garvey Avenue  #200,CA,91733,private for profit,Los Angeles,34.062963,-118.046711,100,200,300,10,Cosmetology and Barber Schools,30.0,"62,096","39,512,223"
NCP College of Nursing,"257 Longford Drive, Rm 5",CA,94080,private for profit,San Mateo,37.656424,-122.455596,0,30,30,25,Other Technical and Trade Schools,1.2,"62,096","39,512,223"
ITT Technical Institute√West Covina,1530 W Cameron Ave,CA,91790,private for profit,Los Angeles,34.068345,-117.9425,130,319,449,64,"Colleges, Universities, and Professional Schools",7.015625,"62,096","39,512,223"
ITT Technical Institute√Culver City,6101 W Centinela Ave,CA,90230,private for profit,Los Angeles,33.981841,-118.395525,109,254,363,48,"Colleges, Universities, and Professional Schools",7.5625,"62,096","39,512,223"
New York Film Academy,"100 Universal City Plaza, Building 9128, Suite 179",CA,91608,private for profit,Los Angeles,34.136052,-118.354021,66,940,1006,353,"Colleges, Universities, and Professional Schools",2.84985835694051,"62,096","39,512,223"
Touro University Worldwide,10601 Calle Lee  #179,CA,90720,private non-profit,Los Angeles,34.094784,-118.366467,168,100,268,59,"Colleges, Universities, and Professional Schools",4.5423728813559325,"62,096","39,512,223"
International College of Cosmetology,3701 International Boulevard,CA,94601,private for profit,Alameda,37.774888,-122.220796,59,142,201,30,Cosmetology and Barber Schools,6.7,"62,096","39,512,223"
Touro University California,1310 Club Drive,CA,94592,private non-profit,Solano,38.085482,-122.263948,218,1171,1389,383,"Colleges, Universities, and Professional Schools",3.626631853785901,"62,096","39,512,223"
Cinta Aveda Institute,305 Kearny Street,CA,94108,private for profit,San Francisco,37.79103,-122.404386,0,237,237,35,Cosmetology and Barber Schools,6.771428571428571,"62,096","39,512,223"
Toni & Guy Hairdressing Academy,3600 Sisk Road,CA,95356,private for profit,Stanislaus,37.690651,-121.060691,4,19,23,17,Cosmetology and Barber Schools,1.3529411764705883,"62,096","39,512,223"
Southern California Health Institute (SOCHI),5200 Lankershim Boulevard,CA,91601,private for profit,Los Angeles,34.165382,-118.374599,0,343,343,35,Other Technical and Trade Schools,9.8,"62,096","39,512,223"
Galaxy Medical College,"6400 Laurel Canyon Boulevard, Suite 270",CA,91606,private for profit,Los Angeles,34.18697,-118.396198,0,14,14,11,Other Technical and Trade Schools,1.2727272727272727,"62,096","39,512,223"
American Medical Sciences Center,"225 West Broadway, Suite 115",CA,91204,private for profit,Los Angeles,34.147121,-118.256987,0,107,107,14,Other Technical and Trade Schools,7.642857142857143,"62,096","39,512,223"
Heald College-Modesto,5260 Pirrone Ct,CA,95367,private for profit,Stanislaus,37.71563,-121.091084,317,721,1038,121,Junior Colleges,8.578512396694215,"62,096","39,512,223"
"SAE Institute of Technology, Los Angeles",6565 Sunset Boulevard,CA,90028,private for profit,Los Angeles,34.098299,-118.333089,59,76,135,31,Other Technical and Trade Schools,4.354838709677419,"62,096","39,512,223"
Kaplan College-Chula Vista,555 Broadway Ste 144,CA,91910,private for profit,San Diego,32.62944,-117.087817,0,298,298,46,Junior Colleges,6.478260869565218,"62,096","39,512,223"
InterCoast Colleges-Roseville,1200 Melody Ln Ste 120,CA,92678,private for profit,Placer,38.723322,-121.293164,0,47,47,3,Other Technical and Trade Schools,15.666666666666666,"62,096","39,512,223"
West Coast University-Orange County,1477 S Manchester Ave,CA,92802,private for profit,Orange,33.811039,-117.911905,301,1224,1525,182,"Colleges, Universities, and Professional Schools",8.37912087912088,"62,096","39,512,223"
West Coast University-Ontario,2855 E. Guasti Rd,CA,91761,private for profit,San Bernardino,34.066577,-117.590043,196,886,1082,148,"Colleges, Universities, and Professional Schools",7.31081081081081,"62,096","39,512,223"
Tramy Beauty School,5911 University Avenue #318,CA,92115,private for profit,San Diego,32.749693,-117.069092,135,130,265,20,Cosmetology and Barber Schools,13.25,"62,096","39,512,223"
