NAME,ADDRESS,STATE,ZIP,TYPE,COUNTY,LATITUDE,LONGITUDE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,TOT_EMPLOY,NAICS_DESC,EMPLOYEE/STUDENT RATIO,INCOME,POPULATION
Lexington College,310 South Peoria Ste. 512,IL,60607,private non-profit,Cook,41.877233,-87.649698,12,40,52,28,"Colleges, Universities, and Professional Schools",1.8571428571428568,"57,696","12,671,821"
Environmental Technical Institute-Blue Island,13010 S Division St,IL,60406,private for profit,Cook,41.656949,-87.670728,62,70,132,12,Other Technical and Trade Schools,11.0,"57,696","12,671,821"
Lutheran School of Theology at Chicago,1100 E 55th St,IL,60615,private non-profit,Cook,41.79563,-87.598978,94,163,257,77,"Colleges, Universities, and Professional Schools",3.3376623376623376,"57,696","12,671,821"
Rockford University,5050 E State St,IL,61108,private non-profit,Winnebago,42.269581,-89.018535,319,924,1243,291,"Colleges, Universities, and Professional Schools",4.2714776632302405,"57,696","12,671,821"
Eureka College,300 E. College Avenue,IL,61530,private non-profit,Woodford,40.713042,-89.268952,62,692,754,185,"Colleges, Universities, and Professional Schools",4.075675675675676,"57,696","12,671,821"
Cain's Barber College Inc,365 E 51st St,IL,60615,private for profit,Cook,41.801965,-87.616844,10,64,74,11,Cosmetology and Barber Schools,6.727272727272728,"57,696","12,671,821"
Chicago Theological Seminary,1407 E. 60th Street,IL,60637,private non-profit,Cook,41.785693,-87.591173,95,129,224,36,"Colleges, Universities, and Professional Schools",6.222222222222222,"57,696","12,671,821"
McCormick Theological Seminary,5460 S. University,IL,60615,private non-profit,Cook,41.79597,-87.598511,158,49,207,58,"Colleges, Universities, and Professional Schools",3.5689655172413794,"57,696","12,671,821"
Meadville Lombard Theological School,610 S. Michigan Avenue,IL,60605,private non-profit,Cook,41.873999,-87.624964,61,42,103,32,"Colleges, Universities, and Professional Schools",3.21875,"57,696","12,671,821"
Catholic Theological Union at Chicago,5416 S Cornell Ave,IL,60615,private non-profit,Cook,41.797895,-87.585989,290,130,420,96,"Colleges, Universities, and Professional Schools",4.375,"57,696","12,671,821"
Worsham College of Mortuary Science,495 Northgate Pkwy,IL,60090,private for profit,Cook,42.147858,-87.927374,0,140,140,11,Junior Colleges,12.727272727272728,"57,696","12,671,821"
Computer Systems Institute,8930 Gross Point Rd,IL,60077,private for profit,Cook,42.043534,-87.754217,0,1900,1900,256,Computer Training,7.421875,"57,696","12,671,821"
Knowledge Systems Institute,3420 Main St,IL,60076,private non-profit,Cook,42.033941,-87.714361,4,122,126,14,"Colleges, Universities, and Professional Schools",9.0,"57,696","12,671,821"
Garrett-Evangelical Theological Seminary,2121 Sheridan Road,IL,60201,private non-profit,Cook,42.056221,-87.675497,152,238,390,69,"Colleges, Universities, and Professional Schools",5.652173913043479,"57,696","12,671,821"
Seabury-Western Theological Seminary,"8765 W. Higgins Road, Suite 650",IL,60631,private non-profit,Cook,41.987056,-87.84586,22,0,22,12,"Colleges, Universities, and Professional Schools",1.8333333333333333,"57,696","12,671,821"
University of Phoenix-Chicago Campus,1500 McConnor Pkwy,IL,60173,private for profit,Cook,42.057759,-88.042401,0,1090,1090,304,"Colleges, Universities, and Professional Schools",3.585526315789474,"57,696","12,671,821"
Argosy University-Chicago,"225 N. Michigan Ave, Ste 1300",IL,60601,private for profit,Cook,41.886006,-87.623772,434,902,1336,210,"Colleges, Universities, and Professional Schools",6.3619047619047615,"57,696","12,671,821"
School of the Art Institute of Chicago,36 S Wabash,IL,60603,private non-profit,Cook,41.879646,-87.621411,198,3042,3240,996,"Colleges, Universities, and Professional Schools",3.253012048192771,"57,696","12,671,821"
DePaul University,55 E Jackson,IL,60604,private non-profit,Cook,41.923332,-87.654116,5832,18210,24042,4015,"Colleges, Universities, and Professional Schools",5.988044831880448,"57,696","12,671,821"
Rush University,600 S. Paulina St. STE 440,IL,60612,private non-profit,Cook,41.873493,-87.669466,971,1235,2206,8452,"Colleges, Universities, and Professional Schools",0.2610033128253667,"57,696","12,671,821"
City Colleges of Chicago-Harry S Truman College,1145 W Wilson Ave.,IL,60640,public,Cook,41.964502,-87.659107,8750,3169,11919,818,Junior Colleges,14.570904645476771,"57,696","12,671,821"
Hebrew Theological College,7135 N Carpenter Rd,IL,60077,private non-profit,Cook,42.010131,-87.761043,33,424,457,95,"Colleges, Universities, and Professional Schools",4.810526315789474,"57,696","12,671,821"
Northwestern University,633 Clark St,IL,60208,private non-profit,Cook,42.058377,-87.673653,4330,17040,21370,9067,"Colleges, Universities, and Professional Schools",2.3568986434322268,"57,696","12,671,821"
Northeastern Illinois University,5500 N Saint Louis Ave,IL,60625,public,Cook,41.981031,-87.719084,5303,5846,11149,1492,"Colleges, Universities, and Professional Schools",7.472520107238606,"57,696","12,671,821"
Telshe Yeshiva-Chicago,3535 West Foster,IL,60625,private non-profit,Cook,41.975536,-87.71755,3,80,83,18,"Colleges, Universities, and Professional Schools",4.611111111111111,"57,696","12,671,821"
Robert Morris University Illinois,401 S State Street,IL,60605,private non-profit,Cook,41.876278,-87.627068,691,3102,3793,679,"Colleges, Universities, and Professional Schools",5.586156111929308,"57,696","12,671,821"
Roosevelt University,430 S Michigan Ave,IL,60605,private non-profit,Cook,41.876055,-87.624952,2494,3999,6493,1243,"Colleges, Universities, and Professional Schools",5.223652453740949,"57,696","12,671,821"
Columbia College-Chicago,600 South Michigan,IL,60605,private non-profit,Cook,41.874113,-87.624678,1193,9590,10783,3003,"Colleges, Universities, and Professional Schools",3.590742590742591,"57,696","12,671,821"
East-West University,816 S Michigan Ave,IL,60605,private non-profit,Cook,41.871309,-87.624793,10,869,879,122,"Colleges, Universities, and Professional Schools",7.204918032786885,"57,696","12,671,821"
Spertus College,610 S Michigan Ave,IL,60605,private non-profit,Cook,41.874027,-87.624619,239,7,246,89,"Colleges, Universities, and Professional Schools",2.764044943820225,"57,696","12,671,821"
Illinois College of Optometry,3241 S Michigan Ave,IL,60616,private non-profit,Cook,41.835447,-87.623016,0,626,626,231,"Colleges, Universities, and Professional Schools",2.70995670995671,"57,696","12,671,821"
City Colleges of Chicago-Olive-Harvey College,10001 S Woodlawn Ave,IL,60628,public,Cook,41.709997,-87.589249,2465,2498,4963,420,Junior Colleges,11.816666666666666,"57,696","12,671,821"
Chicago State University,9501 S. King Drive,IL,60628,public,Cook,41.718813,-87.610344,2628,3479,6107,1223,"Colleges, Universities, and Professional Schools",4.993458708094849,"57,696","12,671,821"
City Colleges of Chicago-Richard J Daley College,7500 S Pulaski Rd,IL,60652,public,Cook,41.755955,-87.723981,5766,3571,9337,595,Junior Colleges,15.692436974789915,"57,696","12,671,821"
City Colleges of Chicago-Wilbur Wright College,4300 N Narragansett,IL,60634,public,Cook,41.958774,-87.787868,8069,4379,12448,747,Junior Colleges,16.663989290495316,"57,696","12,671,821"
Morton College,3801 S Central Ave,IL,60804,public,Cook,41.824303,-87.762306,3619,1583,5202,461,Junior Colleges,11.28416485900217,"57,696","12,671,821"
Triton College,2000 5th Ave,IL,60171,public,Cook,41.916082,-87.841056,9827,4070,13897,1304,Junior Colleges,10.657208588957054,"57,696","12,671,821"
Westwood College-O'Hare Airport,8501 W. Higgins Road Suite 100,IL,60631,private for profit,Cook,41.986072,-87.83878,126,351,477,112,"Colleges, Universities, and Professional Schools",4.258928571428571,"57,696","12,671,821"
Illinois School of Health Careers-O'Hare Campus,8750 W Bryn Mawr Ste 300,IL,60631,private for profit,Cook,41.983076,-87.844498,0,254,254,30,Other Technical and Trade Schools,8.466666666666667,"57,696","12,671,821"
Oakton Community College,1600 E Golf Rd.,IL,60016,public,Cook,42.061893,-87.880644,8428,3003,11431,1089,Junior Colleges,10.496786042240588,"57,696","12,671,821"
Christian Life College,400 E Gregory St,IL,60056,private non-profit,Cook,42.074096,-87.930934,17,33,50,18,"Colleges, Universities, and Professional Schools",2.7777777777777777,"57,696","12,671,821"
ITT Technical Institute-Mount Prospect,1401 Feehanville Road,IL,60056,private for profit,Cook,42.075163,-87.916219,130,177,307,63,"Colleges, Universities, and Professional Schools",4.873015873015873,"57,696","12,671,821"
Harper College,1200 W Algonquin Rd,IL,60067,public,Cook,42.080863,-88.069619,10667,6639,17306,1827,Junior Colleges,9.472359058565957,"57,696","12,671,821"
Lincoln College of Technology-Melrose Park,8317 W North Avenue,IL,60160,private for profit,Cook,41.906929,-87.83152,0,1011,1011,100,Junior Colleges,10.11,"57,696","12,671,821"
Fox College Inc,6640 S. Cicero,IL,60638,private for profit,Cook,41.723419,-87.727105,0,413,413,64,Junior Colleges,6.453125,"57,696","12,671,821"
Illinois Eastern Community Colleges-Lincoln Trail College,11220 State Hwy 1,IL,62454,public,Crawford,39.01958,-87.689001,619,436,1055,126,Junior Colleges,8.373015873015873,"57,696","12,671,821"
Kishwaukee College,21193 Malta Rd,IL,60150,public,DeKalb,41.938234,-88.880524,2495,2426,4921,445,Junior Colleges,11.058426966292137,"57,696","12,671,821"
G Skin & Beauty Institute,1200 Harger Road,IL,60523,private for profit,DuPage,41.851019,-87.952214,130,65,195,28,Cosmetology and Barber Schools,6.964285714285714,"57,696","12,671,821"
Empire Beauty School-Hanover Park,1166 East Lake St,IL,60133,private for profit,DuPage,41.977471,-88.135631,42,90,132,9,Cosmetology and Barber Schools,14.666666666666666,"57,696","12,671,821"
Environmental Technical Institute-Itasca,1101 W Thorndale Ave,IL,60143,private for profit,DuPage,41.983612,-88.030172,69,121,190,25,Other Technical and Trade Schools,7.6,"57,696","12,671,821"
Star Truck Driving School-Bensenville,710 Larsen Ln,IL,60106,private for profit,DuPage,41.977557,-87.946866,21,52,73,11,Other Technical and Trade Schools,6.636363636363637,"57,696","12,671,821"
Illinois Center for Broadcasting,455 Eisenhower Lane South Suite 200,IL,60148,private for profit,DuPage,41.84045,-88.025518,0,222,222,34,Other Technical and Trade Schools,6.529411764705882,"57,696","12,671,821"
Ms Roberts Academy of Beauty Culture-Villa Park,17 E Park Blvd,IL,60181,private for profit,DuPage,41.883368,-87.978043,64,56,120,7,Cosmetology and Barber Schools,17.142857142857142,"57,696","12,671,821"
Cannella School of Hair Design-Villa Park,617 W. NORTH,IL,60181,private for profit,DuPage,41.904081,-87.994787,64,27,91,7,Cosmetology and Barber Schools,13.0,"57,696","12,671,821"
Wheaton College,501 College Ave,IL,60187,private non-profit,DuPage,41.870943,-88.09681,330,2704,3034,937,"Colleges, Universities, and Professional Schools",3.237993596584845,"57,696","12,671,821"
College of DuPage,425 Fawell Blvd.,IL,60137,public,DuPage,41.841577,-88.071635,16528,9628,26156,2255,Junior Colleges,11.599113082039912,"57,696","12,671,821"
Benedictine University,5700 College Rd,IL,60532,private non-profit,DuPage,41.776395,-88.095948,3000,3508,6508,1101,"Colleges, Universities, and Professional Schools",5.910990009082652,"57,696","12,671,821"
Westwood College-Dupage,7155 Janes Avenue,IL,60517,private for profit,DuPage,41.757501,-88.036648,79,199,278,93,"Colleges, Universities, and Professional Schools",2.989247311827957,"57,696","12,671,821"
ITT Technical Institute-Oak Brook,"800 Jorie Boulevard, Suite 100",IL,60523,private for profit,DuPage,41.845888,-87.938179,139,266,405,67,"Colleges, Universities, and Professional Schools",6.044776119402985,"57,696","12,671,821"
Midwestern University-Downers Grove,555 31st Street,IL,60515,private non-profit,DuPage,41.828362,-88.001702,70,2484,2554,448,"Colleges, Universities, and Professional Schools",5.700892857142857,"57,696","12,671,821"
Elmhurst College,190 Prospect Ave,IL,60126,private non-profit,DuPage,41.899215,-87.946096,416,2882,3298,751,"Colleges, Universities, and Professional Schools",4.391478029294274,"57,696","12,671,821"
Everest College-Skokie,9811 Woods Drive,IL,60077,private for profit,Cook,42.059882,-87.760707,0,473,473,58,Other Technical and Trade Schools,8.155172413793103,"57,696","12,671,821"
Adler School of Professional Psychology,17 North Dearborn Street,IL,60602,private non-profit,Cook,41.886628,-87.625655,216,762,978,172,"Colleges, Universities, and Professional Schools",5.686046511627907,"57,696","12,671,821"
Alvareitas College of Cosmetology-Edwardsville,333 South Kansas St,IL,62025,private for profit,Madison,38.807215,-89.953336,24,30,54,6,Cosmetology and Barber Schools,9.0,"57,696","12,671,821"
Alvareitas College of Cosmetology-Godfrey,3048 Godfrey Rd,IL,62035,private for profit,Madison,38.927728,-90.191309,0,41,41,5,Cosmetology and Barber Schools,8.2,"57,696","12,671,821"
American Academy of Art,332 S Michigan Ave,IL,60604,private for profit,Cook,41.877116,-87.624805,117,316,433,95,"Colleges, Universities, and Professional Schools",4.557894736842106,"57,696","12,671,821"
Paul Mitchell the school-Bradley Campus,1600 N. State Rt. 50 Room 522,IL,60914,private for profit,Kankakee,41.173619,-87.847304,120,245,365,46,Cosmetology and Barber Schools,7.934782608695652,"57,696","12,671,821"
Cannella School of Hair Design-Chicago,9012 S Commercial,IL,60617,private for profit,Cook,41.731381,-87.551622,65,11,76,7,Cosmetology and Barber Schools,10.857142857142858,"57,696","12,671,821"
Cannella School of Hair Design-Chicago,4269 S Archer Ave,IL,60632,private for profit,Cook,41.815699,-87.701239,115,12,127,9,Cosmetology and Barber Schools,14.11111111111111,"57,696","12,671,821"
Capri Beauty College,2653 W. 63rd Street,IL,60629,private for profit,Cook,41.778957,-87.690557,0,92,92,8,Cosmetology and Barber Schools,11.5,"57,696","12,671,821"
Carl Sandburg College,2400 Tom L. Wilson Boulevard,IL,61401,public,Knox,40.98128,-90.408203,1370,1090,2460,398,Junior Colleges,6.180904522613066,"57,696","12,671,821"
The Chicago School of Professional Psychology at Chicago,325 N Wells Street,IL,60654,private non-profit,Cook,41.888293,-87.63379,1427,1447,2874,150,"Colleges, Universities, and Professional Schools",19.16,"57,696","12,671,821"
University of Chicago,5801 S Ellis Ave,IL,60637,private non-profit,Cook,41.790146,-87.600922,2303,12969,15272,11098,"Colleges, Universities, and Professional Schools",1.3761038024869343,"57,696","12,671,821"
City Colleges of Chicago-Kennedy-King College,6301 S Halsted St,IL,60621,public,Cook,41.780253,-87.643425,2780,3455,6235,696,Junior Colleges,8.958333333333334,"57,696","12,671,821"
City Colleges of Chicago-Malcolm X College,1900 W Van Buren,IL,60612,public,Cook,41.876942,-87.674126,3753,2777,6530,578,Junior Colleges,11.29757785467128,"57,696","12,671,821"
Concordia University-Chicago,7400 Augusta,IL,60305,private non-profit,Cook,41.898574,-87.810009,3657,1797,5454,659,"Colleges, Universities, and Professional Schools",8.276176024279211,"57,696","12,671,821"
Coyne College,330 North Green Street,IL,60607,private for profit,Cook,41.887808,-87.649026,0,885,885,83,Junior Colleges,10.662650602409638,"57,696","12,671,821"
DeVry University-Illinois,3300 N Campbell Ave.,IL,60618,private for profit,Cook,41.94219,-87.69146,19835,8086,27921,6257,"Colleges, Universities, and Professional Schools",4.462362154387087,"57,696","12,671,821"
Cosmetology & Spa Institute,700 E. Terra Cotta,IL,60014,private for profit,McHenry,42.24918,-88.294087,27,119,146,15,Cosmetology and Barber Schools,9.733333333333333,"57,696","12,671,821"
Gem City College,700 State St,IL,62301,private for profit,Adams,39.926394,-91.404218,0,67,67,9,Cosmetology and Barber Schools,7.444444444444445,"57,696","12,671,821"
Graham Hospital School of Nursing,210 W Walnut St,IL,61520,private non-profit,Fulton,40.553159,-90.039206,47,28,75,16,Other Technical and Trade Schools,4.6875,"57,696","12,671,821"
Hair Professionals Academy of Cosmetology,825 B6 Village Quarter Road,IL,60118,private for profit,Kane,42.094047,-88.289103,137,59,196,30,Cosmetology and Barber Schools,6.533333333333333,"57,696","12,671,821"
Hair Professionals Career College Inc,2245 Gateway Drive,IL,60178,private for profit,DeKalb,41.962221,-88.718145,36,17,53,12,Cosmetology and Barber Schools,4.416666666666667,"57,696","12,671,821"
Rosalind Franklin University of Medicine and Science,3333 Green Bay Road,IL,60064,private non-profit,Lake,42.300069,-87.859632,86,1998,2084,553,"Colleges, Universities, and Professional Schools",3.768535262206148,"57,696","12,671,821"
University of Illinois at Chicago,601 S Morgan,IL,60607,public,Cook,41.871837,-87.650503,4801,23074,27875,12018,"Colleges, Universities, and Professional Schools",2.319437510401065,"57,696","12,671,821"
Illinois Central College,One College Drive,IL,61635,public,Tazewell,40.706247,-89.525411,7021,4104,11125,1233,Junior Colleges,9.022708840227088,"57,696","12,671,821"
Illinois Valley Community College,815 N Orlando Smith Ave,IL,61348,public,LaSalle,41.30652,-89.102036,2268,1676,3944,420,Junior Colleges,9.39047619047619,"57,696","12,671,821"
Institute for Clinical Social Work,"401 South State Street, Suite 822",IL,60605,private non-profit,Cook,41.875978,-87.627402,12,82,94,83,"Colleges, Universities, and Professional Schools",1.1325301204819278,"57,696","12,671,821"
John A Logan College,700 Logan College Road,IL,62918,public,Williamson,37.747453,-89.09021,5266,2171,7437,606,Junior Colleges,12.272277227722771,"57,696","12,671,821"
Joliet Junior College,1215 Houbolt Rd,IL,60431,public,Will,41.500535,-88.180985,9576,6013,15589,1482,Junior Colleges,10.51889338731444,"57,696","12,671,821"
Kendall College,900 N. North Branch St.,IL,60642,private for profit,Cook,41.898756,-87.648936,756,1043,1799,292,"Colleges, Universities, and Professional Schools",6.160958904109589,"57,696","12,671,821"
Educators of Beauty-La Salle,122 Wright St,IL,61301,private for profit,LaSalle,41.328509,-89.098246,0,31,31,6,Cosmetology and Barber Schools,5.166666666666667,"57,696","12,671,821"
College of Lake County,19351 W Washington St.,IL,60030,public,Lake,42.355881,-88.012392,12632,4945,17577,1704,Junior Colleges,10.315140845070422,"57,696","12,671,821"
Lake Forest College,555 N Sheridan Road,IL,60045,private non-profit,Lake,42.249802,-87.828952,29,1533,1562,427,"Colleges, Universities, and Professional Schools",3.65807962529274,"57,696","12,671,821"
Lake Forest Graduate School of Management,1905 W. Field Court,IL,60045,private non-profit,Lake,42.243432,-87.893204,667,0,667,182,"Colleges, Universities, and Professional Schools",3.6648351648351647,"57,696","12,671,821"
Lake Land College,5001 Lake Land Blvd,IL,61938,public,Coles,39.418224,-88.381346,3848,2970,6818,446,Junior Colleges,15.286995515695068,"57,696","12,671,821"
Lincoln Land Community College,5250 Shepherd Rd,IL,62794,public,Sangamon,39.721211,-89.611249,4146,3047,7193,701,Junior Colleges,10.261055634807418,"57,696","12,671,821"
Loyola University Chicago,1032 W. Sheridan Rd,IL,60660,private non-profit,Cook,41.999161,-87.657399,2421,13299,15720,3308,"Colleges, Universities, and Professional Schools",4.7521160822249096,"57,696","12,671,821"
CET-Chicago,"100 N Western, 3rd Floor",IL,60612,private non-profit,Cook,41.869752,-87.70911,0,307,307,17,Other Technical and Trade Schools,18.058823529411764,"57,696","12,671,821"
Methodist College,415 St. Mark Court,IL,61603,private non-profit,Peoria,40.70017,-89.591277,107,421,528,93,"Colleges, Universities, and Professional Schools",5.67741935483871,"57,696","12,671,821"
Moraine Valley Community College,9000 W. College Parkway,IL,60465,public,Cook,41.694613,-87.836915,9667,6983,16650,1275,Junior Colleges,13.058823529411764,"57,696","12,671,821"
National Louis University,122 S Michigan Ave,IL,60603,private non-profit,DuPage,41.809239,-88.070115,3693,988,4681,759,"Colleges, Universities, and Professional Schools",6.167325428194993,"57,696","12,671,821"
North Central College,30 N Brainard St,IL,60540,private non-profit,DuPage,41.774676,-88.143259,386,2656,3042,562,"Colleges, Universities, and Professional Schools",5.412811387900356,"57,696","12,671,821"
North Park University,3225 W Foster Ave,IL,60625,private non-profit,Cook,41.9751,-87.709142,1217,1924,3141,546,"Colleges, Universities, and Professional Schools",5.752747252747253,"57,696","12,671,821"
Northern Illinois University,1425 W. Lincoln Hwy.,IL,60115,public,DeKalb,41.933791,-88.766065,5155,16714,21869,3796,"Colleges, Universities, and Professional Schools",5.761064278187566,"57,696","12,671,821"
Northwestern College,4829 North Lipps Avenue,IL,60630,private for profit,Cook,41.968664,-87.759615,368,305,673,339,Junior Colleges,1.9852507374631267,"57,696","12,671,821"
Olivet Nazarene University,One University Avenue,IL,60914,private non-profit,Kankakee,41.156203,-87.873178,1522,2989,4511,742,"Colleges, Universities, and Professional Schools",6.079514824797844,"57,696","12,671,821"
Pivot Point Academy,1560 Sherman Avenue - Suite 700,IL,60201,private for profit,Cook,42.045853,-87.682259,0,199,199,15,Cosmetology and Barber Schools,13.266666666666667,"57,696","12,671,821"
Principia College,1 Maybeck Place,IL,62028,private non-profit,Jersey,38.948929,-90.35007,5,486,491,375,"Colleges, Universities, and Professional Schools",1.3093333333333332,"57,696","12,671,821"
Quincy University,1800 College Ave,IL,62301,private non-profit,Adams,39.940132,-91.386778,385,1247,1632,275,"Colleges, Universities, and Professional Schools",5.934545454545455,"57,696","12,671,821"
Vatterott College-Quincy,3609 North Marx Drive,IL,62305,private for profit,Adams,39.949578,-91.35732,0,155,155,26,Junior Colleges,5.961538461538462,"57,696","12,671,821"
Rend Lake College,468 N Ken Gray Pky,IL,62846,public,Jefferson,38.131481,-88.918283,2024,1675,3699,441,Junior Colleges,8.387755102040817,"57,696","12,671,821"
Rockford Career College,1130 South Alpine Road,IL,61108,private for profit,Winnebago,42.255723,-89.02722,325,212,537,90,Junior Colleges,5.966666666666667,"57,696","12,671,821"
St Johns College,729 E. Carpenter St,IL,62702,private non-profit,Sangamon,39.807442,-89.645339,5,117,122,28,"Colleges, Universities, and Professional Schools",4.357142857142857,"57,696","12,671,821"
Sauk Valley Community College,173 Illinois Rt 2,IL,61021,public,Lee,41.817659,-89.596483,1170,1060,2230,274,Junior Colleges,8.138686131386862,"57,696","12,671,821"
Shimer College,3424 South State Street,IL,60616,private non-profit,Cook,41.83217,-87.62713,15,98,113,30,"Colleges, Universities, and Professional Schools",3.7666666666666666,"57,696","12,671,821"
Saint Augustine College,1333-45 W. Argyle St.,IL,60640,private non-profit,Cook,41.972414,-87.662806,359,1324,1683,302,Junior Colleges,5.572847682119205,"57,696","12,671,821"
National Latino Education Institute,2011 W Pershing Rd,IL,60609,private non-profit,Cook,41.822756,-87.675917,0,84,84,47,Other Technical and Trade Schools,1.7872340425531914,"57,696","12,671,821"
Spoon River College,23235 North County 22,IL,61520,public,Fulton,40.527896,-90.072216,1098,785,1883,205,Junior Colleges,9.185365853658537,"57,696","12,671,821"
Southern Illinois University Carbondale,Lincoln Drive,IL,62901,public,Jackson,37.717389,-89.221214,3778,14419,18197,5156,"Colleges, Universities, and Professional Schools",3.529286268425136,"57,696","12,671,821"
Southern Illinois University Edwardsville,Il State Rte 157,IL,62026,public,Madison,38.793949,-89.997779,3287,10768,14055,2500,"Colleges, Universities, and Professional Schools",5.622,"57,696","12,671,821"
Tri-County Beauty Academy,219 N State St,IL,62056,private for profit,Montgomery,39.176145,-89.65562,0,19,19,5,Cosmetology and Barber Schools,3.8,"57,696","12,671,821"
Trinity Christian College,6601 W College Dr,IL,60463,private non-profit,Cook,41.669189,-87.784157,284,1085,1369,310,"Colleges, Universities, and Professional Schools",4.416129032258064,"57,696","12,671,821"
University of Spa & Cosmetology Arts,2913 W. White Oaks Dr.,IL,62704,private for profit,Sangamon,39.76672,-89.710839,66,160,226,21,Cosmetology and Barber Schools,10.761904761904765,"57,696","12,671,821"
VanderCook College of Music,3140 S. Federal St.,IL,60616,private non-profit,Cook,41.836833,-87.629138,110,118,228,54,"Colleges, Universities, and Professional Schools",4.222222222222222,"57,696","12,671,821"
Waubonsee Community College,Rte 47 at Waubonsee Drive,IL,60554,public,Kane,41.798044,-88.458796,7480,3666,11146,1179,Junior Colleges,9.453774385072094,"57,696","12,671,821"
Argosy University-Schaumburg,"999 North Plaza Dr., Suite 111",IL,60173,private for profit,Cook,42.046739,-88.042083,165,429,594,114,"Colleges, Universities, and Professional Schools",5.2105263157894735,"57,696","12,671,821"
Cannella School of Hair Design-Chicago,4217 W North Ave,IL,60639,private for profit,Cook,41.909626,-87.732314,55,8,63,10,Cosmetology and Barber Schools,6.3,"57,696","12,671,821"
The Illinois Institute of Art-Schaumburg,"1000 Plaza Drive, Ste. 100",IL,60173,private for profit,Cook,42.045749,-88.043871,248,1034,1282,170,"Colleges, Universities, and Professional Schools",7.541176470588235,"57,696","12,671,821"
Universal Technical Institute of Illinois Inc,601 Regency Dr,IL,60139,private for profit,DuPage,41.930363,-88.069874,0,1450,1450,118,Other Technical and Trade Schools,12.28813559322034,"57,696","12,671,821"
Midwest Technical Institute-Springfield,2731 Farmers Market Road,IL,62707,private for profit,Sangamon,39.840996,-89.595331,0,464,464,57,Other Technical and Trade Schools,8.140350877192983,"57,696","12,671,821"
Pivot Point Academy,144c East Lake Street,IL,60108,private for profit,DuPage,41.955935,-88.076665,0,201,201,19,Cosmetology and Barber Schools,10.578947368421051,"57,696","12,671,821"
Westwood College-River Oaks,80 River Oaks Ctr-Ste 111,IL,60409,private for profit,Cook,41.595556,-87.531742,54,334,388,99,"Colleges, Universities, and Professional Schools",3.919191919191919,"57,696","12,671,821"
Blessing Hospital School of Medical Laboratory Technology,Broadway at 11th St,IL,62305,private non-profit,Adams,39.936092,-91.398646,0,4,4,1,Other Technical and Trade Schools,4.0,"57,696","12,671,821"
Erikson Institute,451 N. LaSalle Street,IL,60654,private non-profit,Cook,41.890279,-87.632238,201,56,257,167,"Colleges, Universities, and Professional Schools",1.5389221556886228,"57,696","12,671,821"
Midwest College of Oriental Medicine-Chicago,"4334 N Hazel, Suite 206",IL,60613,private for profit,Cook,41.961284,-87.652605,43,75,118,26,"Colleges, Universities, and Professional Schools",4.538461538461538,"57,696","12,671,821"
Star Truck Driving School-Hickory Hills,7701 West 95th St,IL,60457,private for profit,Cook,41.717238,-87.8109,12,64,76,10,Other Technical and Trade Schools,7.6,"57,696","12,671,821"
BIR Training Center,3601 W Devon Ste 210,IL,60659,private for profit,Cook,41.997066,-87.719326,241,736,977,190,Other Technical and Trade Schools,5.142105263157895,"57,696","12,671,821"
Capital Area School of Practical Nursing,2201 Toronto Rd,IL,62712,public,Sangamon,39.718311,-89.626262,0,131,131,28,Other Technical and Trade Schools,4.678571428571429,"57,696","12,671,821"
Hair Professionals Career College,10321 S Roberts Rd,IL,60465,private for profit,Cook,41.701408,-87.816606,42,17,59,14,Cosmetology and Barber Schools,4.214285714285714,"57,696","12,671,821"
ITT Technical Institute-Orland Park,11551 184th Place,IL,60467,private for profit,Will,41.55342,-87.899751,241,326,567,75,"Colleges, Universities, and Professional Schools",7.56,"57,696","12,671,821"
Sanford-Brown College-Collinsville,1101 Eastport Plaza Drive,IL,62234,private for profit,Madison,38.676017,-90.022606,70,212,282,44,Junior Colleges,6.409090909090909,"57,696","12,671,821"
Beck Area Career Center-Red Bud,6137 Beck Rd,IL,62278,public,Monroe,38.289727,-89.948787,0,102,102,23,Other Technical and Trade Schools,4.434782608695652,"57,696","12,671,821"
Cannella School of Hair Design-Blue Island,12943 S Western Ave,IL,60406,private for profit,Cook,41.657728,-87.679851,47,15,62,7,Cosmetology and Barber Schools,8.857142857142858,"57,696","12,671,821"
Illinois Eastern Community Colleges-Frontier Community Coll,Frontier Drive,IL,62837,public,Wayne,38.382275,-88.392138,2319,278,2597,174,Junior Colleges,14.92528735632184,"57,696","12,671,821"
Everest College-Burr Ridge,6880 N Frontage Rd. Suite 400,IL,60527,private for profit,Cook,41.761302,-87.914909,0,364,364,44,Other Technical and Trade Schools,8.272727272727273,"57,696","12,671,821"
Pacific College of Oriental Medicine-Chicago,"65 East Wacker Place, 21st fl",IL,60601,private for profit,Cook,41.948673,-87.648419,108,131,239,52,"Colleges, Universities, and Professional Schools",4.596153846153846,"57,696","12,671,821"
NorthShore University HealthSystem School of Nurse Anesthesia,"2650 Ridge Ave, Rm G603C",IL,60201,private non-profit,Cook,42.065549,-87.684445,0,62,62,6,"Colleges, Universities, and Professional Schools",10.333333333333334,"57,696","12,671,821"
Mr John's School of Cosmetology Esthetics & Nails-Jacksonville,"1429 S Main St, Ste F",IL,62650,private for profit,Morgan,39.714678,-90.230119,8,26,34,10,Cosmetology and Barber Schools,3.4,"57,696","12,671,821"
